station,date,heure,jour_semaine,est_weekend,meteo,affluence
CONCORDE,2023-01-22,4,6,1,0,0
CONCORDE,2023-01-22,5,6,1,0,0
CONCORDE,2023-01-22,6,6,1,0,0
CONCORDE,2023-01-22,7,6,1,0,1
CONCORDE,2023-01-22,8,6,1,0,4
CONCORDE,2023-01-22,9,6,1,0,14
CONCORDE,2023-01-22,10,6,1,0,51
CONCORDE,2023-01-22,11,6,1,0,132
CONCORDE,2023-01-22,12,6,1,0,243
CONCORDE,2023-01-22,13,6,1,0,501
CONCORDE,2023-01-22,14,6,1,0,603
CONCORDE,2023-01-22,15,6,1,0,582
CONCORDE,2023-01-22,16,6,1,0,542
CONCORDE,2023-01-22,17,6,1,0,467
CONCORDE,2023-01-22,18,6,1,0,264
CONCORDE,2023-01-22,19,6,1,0,114
CONCORDE,2023-01-22,20,6,1,0,42
CONCORDE,2023-01-22,21,6,1,0,13
CONCORDE,2023-01-22,22,6,1,0,4
CONCORDE,2023-01-22,23,6,1,0,1
CONCORDE,2023-01-23,0,0,0,0,0
CONCORDE,2023-01-23,1,0,0,0,0
CONCORDE,2023-01-23,2,0,0,0,0
CONCORDE,2023-01-23,3,0,0,0,0
CONCORDE,2023-01-23,4,0,0,0,0
CONCORDE,2023-01-23,5,0,0,0,7
CONCORDE,2023-01-23,6,0,0,0,95
CONCORDE,2023-01-23,7,0,0,0,295
CONCORDE,2023-01-23,8,0,0,0,664
CONCORDE,2023-01-23,9,0,0,0,446
CONCORDE,2023-01-23,10,0,0,0,87
CONCORDE,2023-01-23,11,0,0,0,6
CONCORDE,2023-01-23,12,0,0,0,0
CONCORDE,2023-01-23,13,0,0,0,0
CONCORDE,2023-01-23,14,0,0,0,3
CONCORDE,2023-01-23,15,0,0,0,30
CONCORDE,2023-01-23,16,0,0,0,175
CONCORDE,2023-01-23,17,0,0,0,435
CONCORDE,2023-01-23,18,0,0,0,648
CONCORDE,2023-01-23,19,0,0,0,519
CONCORDE,2023-01-23,20,0,0,0,181
CONCORDE,2023-01-23,21,0,0,0,31
CONCORDE,2023-01-23,22,0,0,0,2
CONCORDE,2023-01-23,23,0,0,0,0
CONCORDE,2023-01-24,0,1,0,0,0
CONCORDE,2023-01-24,1,1,0,0,0
CONCORDE,2023-01-24,2,1,0,0,0
CONCORDE,2023-01-24,3,1,0,0,0
CONCORDE,2023-01-24,4,1,0,0,0
CONCORDE,2023-01-24,5,1,0,0,6
CONCORDE,2023-01-24,6,1,0,0,86
CONCORDE,2023-01-24,7,1,0,0,391
CONCORDE,2023-01-24,8,1,0,0,604
CONCORDE,2023-01-24,9,1,0,0,390
CONCORDE,2023-01-24,10,1,0,0,71
CONCORDE,2023-01-24,11,1,0,0,6
CONCORDE,2023-01-24,12,1,0,0,0
CONCORDE,2023-01-24,13,1,0,0,0
CONCORDE,2023-01-24,14,1,0,0,3
CONCORDE,2023-01-24,15,1,0,0,28
CONCORDE,2023-01-24,16,1,0,0,167
CONCORDE,2023-01-24,17,1,0,0,397
CONCORDE,2023-01-24,18,1,0,0,666
CONCORDE,2023-01-24,19,1,0,0,495
CONCORDE,2023-01-24,20,1,0,0,162
CONCORDE,2023-01-24,21,1,0,0,33
CONCORDE,2023-01-24,22,1,0,0,3
CONCORDE,2023-01-24,23,1,0,0,0
CONCORDE,2023-01-25,0,2,0,0,0
CONCORDE,2023-01-25,1,2,0,0,0
CONCORDE,2023-01-25,2,2,0,0,0
CONCORDE,2023-01-25,3,2,0,0,0
CONCORDE,2023-01-25,4,2,0,0,0
CONCORDE,2023-01-25,5,2,0,0,6
CONCORDE,2023-01-25,6,2,0,0,83
CONCORDE,2023-01-25,7,2,0,0,324
CONCORDE,2023-01-25,8,2,0,0,690
CONCORDE,2023-01-25,9,2,0,0,335
CONCORDE,2023-01-25,10,2,0,0,99
CONCORDE,2023-01-25,11,2,0,0,6
CONCORDE,2023-01-25,12,2,0,0,0
CONCORDE,2023-01-25,13,2,0,0,0
CONCORDE,2023-01-25,14,2,0,0,3
CONCORDE,2023-01-25,15,2,0,0,32
CONCORDE,2023-01-25,16,2,0,0,165
CONCORDE,2023-01-25,17,2,0,0,469
CONCORDE,2023-01-25,18,2,0,0,711
CONCORDE,2023-01-25,19,2,0,0,399
CONCORDE,2023-01-25,20,2,0,0,150
CONCORDE,2023-01-25,21,2,0,0,24
CONCORDE,2023-01-25,22,2,0,0,2
CONCORDE,2023-01-25,23,2,0,0,0
CONCORDE,2023-01-26,0,3,0,0,0
CONCORDE,2023-01-26,1,3,0,0,0
CONCORDE,2023-01-26,2,3,0,0,0
CONCORDE,2023-01-26,3,3,0,0,0
CONCORDE,2023-01-26,4,3,0,0,0
CONCORDE,2023-01-26,5,3,0,0,6
CONCORDE,2023-01-26,6,3,0,0,86
CONCORDE,2023-01-26,7,3,0,0,352
CONCORDE,2023-01-26,8,3,0,0,612
CONCORDE,2023-01-26,9,3,0,0,420
CONCORDE,2023-01-26,10,3,0,0,72
CONCORDE,2023-01-26,11,3,0,0,8
CONCORDE,2023-01-26,12,3,0,0,0
CONCORDE,2023-01-26,13,3,0,0,0
CONCORDE,2023-01-26,14,3,0,0,2
CONCORDE,2023-01-26,15,3,0,0,33
CONCORDE,2023-01-26,16,3,0,0,172
CONCORDE,2023-01-26,17,3,0,0,436
CONCORDE,2023-01-26,18,3,0,0,577
CONCORDE,2023-01-26,19,3,0,0,424
CONCORDE,2023-01-26,20,3,0,0,175
CONCORDE,2023-01-26,21,3,0,0,33
CONCORDE,2023-01-26,22,3,0,0,3
CONCORDE,2023-01-26,23,3,0,0,0
CONCORDE,2023-01-27,0,4,0,1,0
CONCORDE,2023-01-27,1,4,0,1,0
CONCORDE,2023-01-27,2,4,0,1,0
CONCORDE,2023-01-27,3,4,0,1,0
CONCORDE,2023-01-27,4,4,0,1,0
CONCORDE,2023-01-27,5,4,0,1,8
CONCORDE,2023-01-27,6,4,0,1,106
CONCORDE,2023-01-27,7,4,0,1,448
CONCORDE,2023-01-27,8,4,0,1,728
CONCORDE,2023-01-27,9,4,0,1,402
CONCORDE,2023-01-27,10,4,0,1,108
CONCORDE,2023-01-27,11,4,0,1,8
CONCORDE,2023-01-27,12,4,0,1,0
CONCORDE,2023-01-27,13,4,0,1,0
CONCORDE,2023-01-27,14,4,0,1,3
CONCORDE,2023-01-27,15,4,0,1,35
CONCORDE,2023-01-27,16,4,0,1,211
CONCORDE,2023-01-27,17,4,0,1,600
CONCORDE,2023-01-27,18,4,0,1,709
CONCORDE,2023-01-27,19,4,0,1,459
CONCORDE,2023-01-27,20,4,0,1,193
CONCORDE,2023-01-27,21,4,0,1,37
CONCORDE,2023-01-27,22,4,0,1,3
CONCORDE,2023-01-27,23,4,0,1,0
CONCORDE,2023-01-28,0,5,1,0,0
CONCORDE,2023-01-28,1,5,1,0,0
CONCORDE,2023-01-28,2,5,1,0,0
CONCORDE,2023-01-28,3,5,1,0,0
CONCORDE,2023-01-28,4,5,1,0,0
CONCORDE,2023-01-28,5,5,1,0,0
CONCORDE,2023-01-28,6,5,1,0,0
CONCORDE,2023-01-28,7,5,1,0,1
CONCORDE,2023-01-28,8,5,1,0,3
CONCORDE,2023-01-28,9,5,1,0,19
CONCORDE,2023-01-28,10,5,1,0,33
CONCORDE,2023-01-28,11,5,1,0,139
CONCORDE,2023-01-28,12,5,1,0,223
CONCORDE,2023-01-28,13,5,1,0,407
CONCORDE,2023-01-28,14,5,1,0,517
CONCORDE,2023-01-28,15,5,1,0,591
CONCORDE,2023-01-28,16,5,1,0,570
CONCORDE,2023-01-28,17,5,1,0,433
CONCORDE,2023-01-28,18,5,1,0,264
CONCORDE,2023-01-28,19,5,1,0,133
CONCORDE,2023-01-28,20,5,1,0,55
CONCORDE,2023-01-28,21,5,1,0,17
CONCORDE,2023-01-28,22,5,1,0,4
CONCORDE,2023-01-28,23,5,1,0,0
CONCORDE,2023-01-29,0,6,1,0,0
CONCORDE,2023-01-29,1,6,1,0,0
CONCORDE,2023-01-29,2,6,1,0,0
CONCORDE,2023-01-29,3,6,1,0,0
CONCORDE,2023-01-29,4,6,1,0,0
CONCORDE,2023-01-29,5,6,1,0,0
CONCORDE,2023-01-29,6,6,1,0,0
CONCORDE,2023-01-29,7,6,1,0,0
CONCORDE,2023-01-29,8,6,1,0,4
CONCORDE,2023-01-29,9,6,1,0,17
CONCORDE,2023-01-29,10,6,1,0,56
CONCORDE,2023-01-29,11,6,1,0,133
CONCORDE,2023-01-29,12,6,1,0,239
CONCORDE,2023-01-29,13,6,1,0,355
CONCORDE,2023-01-29,14,6,1,0,544
CONCORDE,2023-01-29,15,6,1,0,553
CONCORDE,2023-01-29,16,6,1,0,609
CONCORDE,2023-01-29,17,6,1,0,407
CONCORDE,2023-01-29,18,6,1,0,249
CONCORDE,2023-01-29,19,6,1,0,115
CONCORDE,2023-01-29,20,6,1,0,58
CONCORDE,2023-01-29,21,6,1,0,15
CONCORDE,2023-01-29,22,6,1,0,3
CONCORDE,2023-01-29,23,6,1,0,0
CONCORDE,2023-01-30,0,0,0,1,0
CONCORDE,2023-01-30,1,0,0,1,0
CONCORDE,2023-01-30,2,0,0,1,0
CONCORDE,2023-01-30,3,0,0,1,0
CONCORDE,2023-01-30,4,0,0,1,0
CONCORDE,2023-01-30,5,0,0,1,7
CONCORDE,2023-01-30,6,0,0,1,98
CONCORDE,2023-01-30,7,0,0,1,495
CONCORDE,2023-01-30,8,0,0,1,756
CONCORDE,2023-01-30,9,0,0,1,484
CONCORDE,2023-01-30,10,0,0,1,111
CONCORDE,2023-01-30,11,0,0,1,8
CONCORDE,2023-01-30,12,0,0,1,0
CONCORDE,2023-01-30,13,0,0,1,0
CONCORDE,2023-01-30,14,0,0,1,4
CONCORDE,2023-01-30,15,0,0,1,44
CONCORDE,2023-01-30,16,0,0,1,219
CONCORDE,2023-01-30,17,0,0,1,578
CONCORDE,2023-01-30,18,0,0,1,748
CONCORDE,2023-01-30,19,0,0,1,527
CONCORDE,2023-01-30,20,0,0,1,229
CONCORDE,2023-01-30,21,0,0,1,41
CONCORDE,2023-01-30,22,0,0,1,3
CONCORDE,2023-01-30,23,0,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,0,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,1,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,2,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,3,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,4,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,5,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,6,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,7,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,8,6,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,9,6,1,0,5
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,10,6,1,0,22
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,11,6,1,0,43
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,12,6,1,0,88
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,13,6,1,0,170
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,14,6,1,0,228
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,15,6,1,0,231
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,16,6,1,0,188
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,17,6,1,0,146
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,18,6,1,0,94
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,19,6,1,0,47
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,20,6,1,0,17
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,21,6,1,0,5
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,22,6,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-01,23,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,0,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,1,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,2,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,3,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,4,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,5,0,0,0,3
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,6,0,0,0,41
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,7,0,0,0,124
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,8,0,0,0,221
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,9,0,0,0,171
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,10,0,0,0,29
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,11,0,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,12,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,13,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,14,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,15,0,0,0,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,16,0,0,0,56
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,17,0,0,0,180
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,18,0,0,0,241
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,19,0,0,0,132
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,20,0,0,0,61
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,21,0,0,0,10
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,22,0,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-02,23,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,0,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,1,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,2,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,3,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,4,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,5,1,0,1,3
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,6,1,0,1,29
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,7,1,0,1,167
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,8,1,0,1,278
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,9,1,0,1,157
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,10,1,0,1,38
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,11,1,0,1,3
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,12,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,13,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,14,1,0,1,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,15,1,0,1,13
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,16,1,0,1,63
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,17,1,0,1,225
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,18,1,0,1,247
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,19,1,0,1,213
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,20,1,0,1,62
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,21,1,0,1,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,22,1,0,1,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-03,23,1,0,1,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,0,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,1,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,2,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,3,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,4,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,5,2,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,6,2,0,0,31
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,7,2,0,0,132
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,8,2,0,0,254
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,9,2,0,0,162
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,10,2,0,0,28
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,11,2,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,12,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,13,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,14,2,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,15,2,0,0,11
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,16,2,0,0,55
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,17,2,0,0,166
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,18,2,0,0,281
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,19,2,0,0,140
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,20,2,0,0,51
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,21,2,0,0,13
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,22,2,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-04,23,2,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,0,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,1,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,2,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,3,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,4,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,5,3,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,6,3,0,0,28
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,7,3,0,0,154
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,8,3,0,0,208
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,9,3,0,0,132
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,10,3,0,0,34
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,11,3,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,12,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,13,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,14,3,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,15,3,0,0,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,16,3,0,0,59
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,17,3,0,0,176
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,18,3,0,0,206
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,19,3,0,0,197
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,20,3,0,0,71
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,21,3,0,0,13
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,22,3,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-05,23,3,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,0,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,1,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,2,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,3,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,4,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,5,4,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,6,4,0,0,31
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,7,4,0,0,139
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,8,4,0,0,246
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,9,4,0,0,158
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,10,4,0,0,37
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,11,4,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,12,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,13,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,14,4,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,15,4,0,0,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,16,4,0,0,68
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,17,4,0,0,146
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,18,4,0,0,223
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,19,4,0,0,153
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,20,4,0,0,73
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,21,4,0,0,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,22,4,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-06,23,4,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,0,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,1,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,2,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,3,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,4,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,5,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,6,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,7,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,8,5,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,9,5,1,0,5
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,10,5,1,0,21
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,11,5,1,0,52
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,12,5,1,0,97
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,13,5,1,0,159
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,14,5,1,0,188
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,15,5,1,0,227
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,16,5,1,0,233
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,17,5,1,0,151
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,18,5,1,0,108
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,19,5,1,0,54
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,20,5,1,0,20
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,21,5,1,0,6
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,22,5,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-07,23,5,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,0,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,1,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,2,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,3,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,4,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,5,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,6,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,7,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,8,6,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,9,6,1,0,6
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,10,6,1,0,16
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,11,6,1,0,45
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,12,6,1,0,105
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,13,6,1,0,163
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,14,6,1,0,224
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,15,6,1,0,220
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,16,6,1,0,245
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,17,6,1,0,157
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,18,6,1,0,84
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,19,6,1,0,46
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,20,6,1,0,17
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,21,6,1,0,6
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,22,6,1,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-08,23,6,1,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,0,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,1,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,2,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,3,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,4,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,5,0,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,6,0,0,0,27
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,7,0,0,0,150
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,8,0,0,0,243
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,9,0,0,0,172
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,10,0,0,0,33
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,11,0,0,0,2
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,12,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,13,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,14,0,0,0,1
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,15,0,0,0,12
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,16,0,0,0,68
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,17,0,0,0,165
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,18,0,0,0,222
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,19,0,0,0,171
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,20,0,0,0,50
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,21,0,0,0,11
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,22,0,0,0,0
MAISONS-ALFORT-LES JUILLIOTTES,2023-01-09,23,0,0,0,0
